;Johnny Cash;Willie Nelson;Dolly Parton;Hank Williams;Faith Hill;Dixie Chicks;Garth Brooks;Kenny Rogers;Tim McGraw;Hank Snow;Brooks and Dunn;Lee Hazlewood;Kenny Chesney;Jim Reeves;Roger Miller;Kris Kristofferson;Bob Dylan;Joni Mitchell;Leonard Cohen;Joan Baez;Townes van Zandt;Pete Seeger;Suzanne Vega;Tracy Chapman;Tim Buckley;Steeleye Span;Woody Guthrie;Donovan;Cat Stevens;John Denver;Don McLean;Crosby Stills & Nash;Miles Davis;Dave Brubeck;Billie Holiday;Duke Ellington;Django Reinhardt;Glenn Miller;Ella Fitzgerald;Louis Armstrong;Nat King Cole;Herbie Hancock;Nina Simone;John Coltrane;Charlie Parker;Count Basie;Thelonious Monk;Cannonball Adderley;John Lee Hooker;Muddy Waters;Taj Mahal;John Mayall;Big Bill Broonzy;BB King;Howlin' Wolf;Willie Dixon;Blind Lemon Jefferson;Blind Willie McTell;Mississippi John Hurt;T-Bone Walker;Etta James;Lightnin' Hopkins;Otis Rush;Albert King;James Brown;Marvin Gaye;Otis Redding;Solomon Burke;Sam Cooke;Aretha Franklin;Al Green;The Temptations;The Drifters;Fats Domino;The Supremes;Isaac Hayes;Alicia Keys;Erykah Badu;India Arie;Jill Scott;Iron Maiden;Megadeth;Slayer;Sepultura;Black Sabbath;Anthrax;Alice Cooper;Deep Purple;Def Leppard;AC/DC;Judas Priest;Kiss;Metallica;Pantera;Queensryche;Skid Row;Nirvana;Beck;Smashing Pumpkins;Radiohead;Belle and Sebastian;Alice in Chains;Echo and the Bunnymen;Sonic Youth;Weezer;Pearl Jam;Foo Fighters;Hole;Bush;The Smiths;Depeche Mode;Jane's Addiction;Patti Smith;Sex Pistols;Sid Vicious;Ramones;Bad Religion;The Clash;NoFX;Dead Kennedys;Buzzcocks;Green Day;Blink 182;Sum 41;The Misfits;Rancid;Screeching Weasel;Pennywise;Eminem;Dr. Dre;Public Enemy;Missy Elliot;Cypress Hill;50 Cent;Run DMC;Grandmaster Flash;2Pac;Snoop Dogg;Jay-Z;Busta Rhymes;LL Cool J;DMX;Ice Cube;Mystikal;Aphex Twin;Daft Punk;Kraftwerk;Chemical Brothers;Fatboy Slim;Basement Jaxx;Carl Cox;Moloko;Paul Oakenfold;Prodigy;Armand van Helden;Moby;Massive Attack;Mouse on Mars;Jimi Tenor;Underworld;Bob Marley;Jimmy Cliff;Peter Tosh;Ziggy Marley;Sean Paul;Alpha Blondy;Shaggy;Maxi Priest;Shabba Ranks;UB40;Inner Circle;Desmond Dekker;Capleton;Bounty Killer;Eddy Grant;Black Uhuru;The Rolling Stones;The Animals;The Faces;The Kinks;The Who;Elvis Presley;Chuck Berry;Little Richard;Jerry Lee Lewis;Buddy Holly;Bo Diddley;Bill Haley;Chubby Checker;The Yardbirds;Carl Perkins;Gene Vincent;Madonna;Britney Spears;N'Sync;Justin Timberlake;ABBA;Michael Jackson;Janet Jackson;Prince;Spice Girls;Christina Aguilera;Robbie Williams;Nelly Furtado;Avril Lavigne;Jennifer Lopez;O-Town;Shakira;Wolfgang Amadeus Mozart;Ludwig van Beethoven;Johann Sebastian Bach;Joseph Haydn;Johannes Brahms;Frederic Chopin;Antonin Dvorak;Gustav Mahler;Franz Schubert;Antonio Vivaldi;Richard Wagner;Herbert von Karajan;Yehudi Menuhin;Georg Friedrich Haendel;Tchaikovsky;Giuseppe Verdi
Bush;0,112473;0,009616;0,00703;0,003371;0,072656;0,007726;0,023268;0,010613;0,011483;0;0;0,027561;0,042987;0,000236;0,000344;0,013443;0,170995;0,048462;0,152749;0,033394;0,00674;0,000188;0,142917;0,082351;0,155976;0,059878;0,000046;0,086019;0,120175;0,021186;0,149815;0,003276;0,008863;0;0;0;0,004555;0;0;0;0,000047;0;0;0;0;0;0;0;0,016001;0,000053;0,070454;0,05761;0;0;0,005396;0;0;0;0;0,005282;0,009882;0;0,015197;0,010606;0,021044;0,000371;0,005054;0,01422;0,005337;0,009153;0,00005;0,021191;0,007138;0,026048;0,008112;0,004366;0,001473;0,011378;0;0,002705;0,083834;0,035433;0,01392;0,013888;0,156399;0,025198;0,249644;0,252728;0,288956;0,279266;0,051912;0,244021;0,13923;0,040285;0,184016;0,172685;0,913875;0,537066;0,903931;0,677406;0,176439;0,859826;0;0,451419;0,733709;0,932303;0,899526;0,848823;1;0,352816;0,154779;0,894137;0,417236;0,140929;0,06989;0,157219;0,154843;0,232276;0,100616;0,07032;0,144162;0,437793;0,254766;0,328354;0,003651;0,088141;0,047041;0,11184;0,024291;0,008505;0,011382;0;0,089256;0,010966;0;0;0,014373;0,012583;0,010175;0,001479;0,008807;0,00687;0,011762;0,016031;0,013307;0,039413;0,010942;0;0,072125;0,050788;0,002456;0,030019;0,009692;0,013223;0,001596;0,141956;0,054155;0,031917;0,005501;0,034248;0,047277;0;0;0,010591;0,010246;0;0,01527;0,02389;0;0,040031;0,016478;0,004022;0;0;0,00408;0,004837;0,371186;0,267268;0,053294;0,315345;0,344332;0,208215;0,156542;0,1373;0,075589;0,162988;0,112259;0,128254;0,057016;0,22636;0,038724;0,047048;0,045403;0,037807;0,00429;0,008775;0,022435;0,069681;0,039706;0,169707;0,109738;0,037019;0,234181;0,056827;0,338806;0,014553;0,120841;0,144462;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000576;0
The Smiths;0,064808;0,005864;0,020622;0,004557;0,048165;0,013814;0,005605;0,01588;0,005025;0,000659;0;0,027951;0,029392;0,004407;0,004582;0,008294;0,096817;0,043759;0,110265;0,022093;0,009588;0,007097;0,205935;0,085089;0,083101;0,046599;0,002386;0,058815;0,077448;0,018175;0,089315;0,0382;0,005678;0;0,000041;0,000091;0,001816;0;0;0,000269;0,001255;0,000263;0,000189;0;0;0;0;0;0,007176;0,00038;0,032431;0,047757;0;0;0,002468;0,000662;0,00009;0,000135;0,000043;0,002321;0,004535;0,000048;0,007287;0,004228;0,013163;0,007575;0,003477;0,006313;0,00586;0,00874;0,004805;0,01577;0,009514;0,011256;0,011495;0,006148;0,017781;0,011531;0;0,002946;0,045489;0,018826;0,008542;0,003806;0,077747;0,016585;0,141857;0,123885;0,268918;0,147872;0,033334;0,186237;0,061045;0,013792;0,092032;0,17207;0,239862;0,624659;0,401352;0,612544;0,561471;0,178392;0,432038;0,65474;0,573093;0,233237;0,38765;0,246614;0,352816;1;0,480003;0,427101;0,279531;0,111626;0,068841;0,115895;0,100624;0,234722;0,059962;0,074729;0,235731;0,245561;0,168656;0,192306;0,10504;0,054009;0,045083;0,06619;0,019568;0,001436;0,04528;0;0,063467;0,009657;0;0,117764;0,004669;0,00994;0,01009;0,000932;0,064376;0,004792;0,009856;0,015447;0,028675;0,042008;0,043297;0,00433;0,061749;0,064678;0,006707;0,044403;0,013488;0,013057;0,003636;0,130919;0,060117;0,039048;0,013996;0,038206;0,022108;0;0,000047;0,004222;0,010049;0,00434;0,018551;0,056484;0,000144;0,185702;0,011265;0,001712;0;0;0,223831;0,001928;0,218118;0,173077;0,088768;0,233991;0,202248;0,106934;0,07281;0,059734;0,036118;0,08123;0,045241;0,054532;0,028463;0,122202;0,017096;0,020714;0,181267;0,068167;0,050015;0,055093;0,178069;0,273711;0,119806;0,275115;0,113112;0,065568;0,231096;0,095139;0,199617;0,046906;0,115516;0,094846;0,000809;0,000848;0,000304;0;0,000318;0;0;0,000183;0,000275;0,000709;0,000223;0,000179;0,000515;0,001338;0,00155;0,000364
Depeche Mode;0,029111;0,002273;0,015104;0,00147;0,035963;0,012049;0,005155;0,010103;0,003874;0,000056;0;0,012833;0,019612;0,003604;0,002322;0,003296;0,043253;0,016258;0,044712;0,00923;0,001569;0,003289;0,110553;0,036899;0,041427;0,02134;0,000099;0,026363;0,036537;0,00839;0,045648;0,035198;0,002664;0;0;0;0,000989;0;0;0,000161;0,000902;0,031631;0;0;0;0;0;0;0,003667;0,000114;0,018536;0,022566;0;0;0,001275;0,000057;0,000054;0,000054;0;0,001192;0,002521;0;0,003556;0,002302;0,007974;0,005683;0,001898;0,003372;0,004072;0,005822;0,003624;0,007173;0,00742;0,005899;0,009232;0,004222;0,01555;0,003972;0;0,005355;0,024815;0,011924;0,00551;0,002072;0,039721;0,010697;0,082246;0,062746;0,170644;0,083367;0,017903;0,115216;0,033976;0,007443;0,054812;0,115439;0,101628;0,248049;0,175526;0,337733;0,081327;0,080997;0,109416;0,157258;0,184883;0,106256;0,162273;0,103019;0,154779;0,480003;1;0,174138;0,12221;0,044159;0,027192;0,05181;0,043357;0,112819;0,02364;0,029974;0,144974;0,110664;0,078046;0,083694;0,072794;0,020847;0,013862;0,026814;0,011814;0,005046;0,02642;0;0,028727;0,006598;0;0,12576;0,00308;0,004323;0,004444;0,001117;0,04877;0,00246;0,004802;0,005658;0,408719;0,510477;0,643892;0,509889;0,516476;0,472726;0,291553;0,435165;0,366835;0,471626;0,281671;0,557611;0,322265;0,015303;0,428462;0,508777;0,011215;0;0;0,002299;0,012868;0,003208;0,016703;0,043754;0,000086;0,129738;0,008649;0,000917;0;0;0,224481;0,00105;0,106903;0,084458;0,035443;0,099821;0,095498;0,054584;0,036479;0,031478;0,017711;0,041589;0,024491;0,028581;0,016239;0,059535;0,008783;0,011002;0,256131;0,080555;0,046085;0,064908;0,144089;0,217011;0,104322;0,203918;0,086991;0,058511;0,127438;0,070847;0,112394;0,048619;0,081281;0,117189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000619;0
Jane's Addiction;0,12249;0,011527;0,009261;0,004991;0,071655;0,007586;0,017507;0,014184;0,010813;0,000383;0;0,039197;0,044517;0,001822;0,002458;0,015941;0,185494;0,053669;0,167747;0,037765;0,00789;0,001326;0,167138;0,091563;0,175648;0,043378;0,001004;0,088082;0,120899;0,02559;0,166556;0;0,010504;0,000706;0,000577;0,000684;0,004796;0,001733;0,000595;0,001721;0,001556;0,008449;0,000791;0,000756;0,001146;0,001001;0,000423;0,000637;0,017458;0,00116;0,074438;0,047102;0,00038;0;0,006468;0,000385;0,000364;0,000678;0,000951;0,005946;0,011162;0,000663;0,016312;0,01206;0,040618;0,008368;0,007519;0,016111;0,00707;0,011203;0,008584;0,029956;0,008818;0,028514;0,008726;0,019479;0,001722;0,015671;0;0,005679;0,114555;0,048987;0,016692;0,015732;0,235952;0,035798;0,399414;0,37809;0,434766;0,435919;0,089905;0,399138;0,190706;0,049464;0,253402;0,329118;0,726715;0,651038;0,88679;0,809525;0,230637;0,69279;0,011477;0,53345;0,869219;0,777764;0,953739;0,698987;0,894137;0,427101;0,174138;1;0,470033;0,135604;0,055342;0,184364;0,182307;0,233312;0,120693;0,090659;0,139211;0,497521;0,284908;0,382368;0,017201;0,106071;0,061782;0,132906;0,027115;0,007641;0,015338;0,008943;0,100939;0,012678;0,004445;0,008106;0,012702;0,013955;0,010735;0,001375;0,008752;0,007831;0,011945;0,019836;0,018194;0,044488;0,014952;0;0,071676;0,048898;0;0,026641;0,007176;0,013604;0,001348;0,164709;0,057996;0,041977;0,009557;0,026244;0,050533;0;0;0,011375;0,010949;0,000215;0,012733;0,012011;0,000084;0,029767;0,01477;0,004277;0;0;0,010089;0,005093;0,379564;0,25898;0,005291;0,30479;0,374634;0,225678;0,169008;0,146622;0,082765;0,174576;0,120511;0,136461;0,063196;0,233993;0,042024;0,050694;0,045824;0,033221;0;0,007409;0,02604;0,082062;0,034654;0,201504;0,048395;0,034979;0,205369;0,059832;0,366163;0,009613;0,123346;0,14775;0;0;0;0;0;0;0;0;0;0;0;0;0,001879;0;0,000601;0
Patti Smith;0,246258;0,115868;0,254143;0,083286;0,258336;0,197722;0,044299;0,027857;0,00606;0,03298;0;0,223988;0,045899;0,004138;0,06755;0,16913;0,363974;0,460654;0,398569;0,379907;0,212551;0,147437;0,602642;0,533307;0,392596;0,075368;0,147009;0,259461;0,336924;0,182663;0,378641;0,006171;0,007801;0,000736;0,177038;0,006988;0,004333;0,001827;0,187119;0,001696;0,001274;0,00069;0,190365;0,001367;0,000989;0,000633;0,000382;0,000671;0,021349;0,005191;0,081799;0,063187;0,00108;0;0,006657;0,039677;0,000988;0,004522;0,005384;0,006864;0,190774;0,004193;0,019603;0,010796;0,027285;0,012368;0,011045;0,014557;0,017192;0,18613;0,017567;0,028666;0,009679;0,028101;0,161343;0,014803;0,271575;0,211484;0,106437;0,1836;0,070526;0,02764;0,011039;0,009083;0,156358;0,020573;0,258378;0,274237;0,275409;0,282139;0,046416;0,249567;0,118709;0,02919;0,164123;0,143893;0,331556;0,506545;0,420853;0,432468;0,166283;0,236953;0,018146;0,351666;0,557619;0,327241;0,540903;0,510715;0,417236;0,279531;0,12221;0,470033;1;0,554811;0,476905;0,580859;0,526884;0,601799;0,503197;0,491725;0,548676;0,620396;0,333832;0,528997;0,338179;0,497491;0,455588;0,505767;0,023126;0,004089;0,011829;0;0,062721;0,011267;0,004685;0,003893;0,00636;0,010024;0,008258;0,001657;0,002558;0,006697;0,005792;0,012346;0,011263;0,028328;0,01221;0;0,047207;0,032866;0;0,184091;0,008657;0,011561;0,000366;0,101428;0,038549;0,023855;0,003031;0,018242;0,058164;0,000647;0,003912;0,010176;0,012114;0,000194;0,009892;0,001918;0;0,026603;0,011121;0,006351;0;0;0,009652;0,004648;0,384888;0,292153;0,0717;0,322976;0,36234;0,247814;0,191099;0,143356;0,100797;0,194214;0,113021;0,134849;0,066136;0,258863;0,04352;0,050765;0,223426;0,195397;0,00404;0,01;0,094284;0,068406;0,224426;0,173989;0,166385;0,266493;0,182456;0,345709;0,589867;0,182683;0,077201;0,385519;0;0;0;0;0;0;0;0;0;0;0;0;0,001968;0;0;0
Sex Pistols;0,051544;0,005061;0,003836;0,000362;0,017824;0,001404;0,001572;0,012073;0,001563;0;0;0,016324;0,01167;0;0,002331;0,006621;0,077771;0,023949;0,04845;0,025601;0,001969;0,004678;0,023324;0,019058;0,049018;0,061695;0,002244;0,057747;0,087972;0,032062;0,127089;0;0,001877;0;0;0;0,001296;0;0;0;0;0;0;0;0;0;0;0;0,006405;0,000629;0,021474;0,057572;0;0;0,00216;0;0;0;0;0,003445;0,004018;0;0,009072;0,003018;0,011692;0,008668;0,003128;0,004583;0,002588;0,005401;0,027506;0,015677;0,003919;0,009303;0,004833;0,010033;0;0,001888;0;0,000286;0,034893;0,007849;0,002948;0,002717;0,079729;0,005724;0,098808;0,1305;0,110616;0,110096;0,029721;0,095167;0,036289;0,008193;0,048443;0,044113;0,143021;0,099195;0,100825;0,139477;0,047271;0,063302;0;0,112426;0,2118;0,089976;0,179564;0,16679;0,140929;0,111626;0,044159;0,135604;0,554811;1;0,968963;0,958056;0,916569;0,970458;0,921763;0,876494;0,970195;0,763038;0,470976;0,759895;0,668318;0,89849;0,890205;0,918346;0,004714;0,001002;0,003977;0;0,013831;0,002542;0;0;0,001342;0,00244;0,001594;0;0;0,001429;0,001295;0,007466;0,006405;0,006353;0,006612;0;0,024855;0,023163;0,004689;0,016533;0,007641;0,006194;0;0,021479;0,015786;0,004367;0,000499;0,02369;0,016773;0,001332;0,001386;0,003014;0,007813;0,000076;0,002607;0,010235;0;0,042032;0,004376;0,001144;0;0;0,00626;0,001376;0,20573;0,184675;0,195642;0,201256;0,217928;0,095335;0,071992;0,047163;0,037724;0,059314;0,034132;0,045929;0,022012;0,131752;0,015501;0,017342;0,007946;0,005843;0;0,001236;0,05758;0,018531;0,004736;0,04849;0,065566;0,007831;0,12018;0,0096;0,234459;0,001096;0,029668;0,038499;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sid Vicious;0,021805;0,003485;0,004996;0,000486;0,006165;0,000496;0,000555;0,012545;0,000552;0;0;0,011619;0,003967;0;0,000349;0,005322;0,025208;0,012905;0,020871;0,010046;0,000944;0,000268;0,008222;0,006281;0,023279;0,059381;0,000065;0,029972;0,061527;0,025786;0,097099;0;0,000675;0;0;0;0,000458;0;0;0,000356;0;0;0,0003;0;0;0;0;0;0,001819;0,000075;0,009234;0,041245;0;0;0,000614;0;0;0;0;0,003228;0,002678;0;0,004063;0,001066;0,00977;0,0124;0,000697;0,001487;0,000992;0,004854;0,046536;0,013085;0,003523;0,002834;0,004001;0,015329;0;0,000642;0;0,00011;0,019283;0,002772;0,00119;0,001782;0,041758;0,002166;0,035686;0,062505;0,044253;0,042809;0,017082;0,036704;0,012043;0,00313;0,017111;0,014259;0,088037;0,035994;0,03565;0,069226;0,019704;0,021848;0;0,060094;0,119707;0,030875;0,08413;0,115044;0,06989;0,068841;0,027192;0,055342;0,476905;0,968963;1;0,910345;0,87399;0,913624;0,884656;0,841389;0,939968;0,690453;0,436911;0,705016;0,647785;0,861333;0,861287;0,880923;0,001695;0,000607;0,000867;0;0,00515;0,000907;0;0;0,001823;0,000832;0,000823;0;0;0,000628;0,00043;0,006065;0,005158;0,002231;0,008561;0;0,018628;0,019722;0,00513;0,015175;0,007107;0,00453;0;0,007753;0,011785;0,001446;0,000106;0,021748;0,007924;0,002254;0,002214;0,001064;0,006077;0,000366;0,000921;0,011013;0;0,038761;0,003738;0,000404;0;0;0,005934;0,000833;0,110618;0,104114;0,216422;0,118561;0,129944;0,031015;0,019389;0,016152;0,009447;0,019198;0,013334;0,013966;0,0077;0,055712;0,004403;0,005177;0,003457;0,008645;0;0,000437;0,088261;0,010466;0,002295;0,017805;0,06651;0,003407;0,091052;0,003444;0,174752;0,000387;0,018231;0,016593;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ramones;0,081668;0,008704;0,007498;0,001273;0,027222;0,003076;0,002831;0,018301;0,002815;0,000288;0;0,031757;0,018452;0,000778;0,006738;0,010084;0,134341;0,038257;0,0724;0,046436;0,003187;0,006136;0,0382;0,029061;0,071022;0,032194;0,002013;0,070792;0,115501;0,053331;0,199943;0;0,002894;0,000571;0,000506;0,000554;0,00183;0,00152;0,000522;0,001372;0,001024;0,000536;0,000694;0,000569;0,000823;0,000527;0,000278;0,000559;0,011046;0,002326;0,031258;0,052022;0,000286;0;0,004218;0,000289;0,000274;0,000549;0,000791;0,005143;0,00621;0,000582;0,015477;0,004848;0,016773;0,011519;0,006797;0,00724;0,005814;0,008181;0,028098;0,023204;0,006526;0,015598;0,007417;0,011377;0,001281;0,003042;0;0,000795;0,041281;0,015795;0,007823;0,006811;0,114842;0,012402;0,175822;0,204647;0,176601;0,186833;0,039406;0,170652;0,062261;0,016421;0,073901;0,084133;0,173748;0,136571;0,141151;0,146949;0,052427;0,090748;0,009438;0,142442;0,264927;0,127615;0,236387;0,193646;0,157219;0,115895;0,05181;0,184364;0,580859;0,958056;0,910345;1;0,949198;0,947886;0,942789;0,869633;0,914143;0,83961;0,555859;0,835208;0,669803;0,907556;0,901767;0,944183;0,007753;0,002099;0,008362;0;0,019935;0,004977;0,007993;0,013472;0,002535;0,004214;0,003914;0,001425;0,006322;0,00303;0,003134;0,008646;0,002939;0,008669;0,009143;0;0,015056;0,008602;0;0,004212;0,001899;0,005139;0,000237;0,030043;0,009276;0,005875;0,000667;0,006452;0,02526;0,001305;0,001282;0,004255;0,00834;0,000353;0,003681;0,002725;0;0,02498;0,005962;0,001616;0;0;0,016918;0,001943;0,252757;0,21563;0,132255;0,21336;0,257135;0,166377;0,128415;0,073845;0,069661;0,096216;0,04991;0,074029;0,037744;0,187683;0,026731;0,028853;0,021929;0,01061;0;0,003189;0,070729;0,042763;0,013481;0,085326;0,003838;0,012479;0,069712;0,01317;0,265704;0,002828;0,037959;0,054331;0;0;0;0;0;0;0;0;0;0;0;0;0,001573;0;0;0
Bad Religion;0,040313;0,00361;0,003287;0,001581;0,019717;0,002388;0,002745;0,004081;0,002298;0,000204;0;0,013694;0,01236;0,000612;0,000954;0,004906;0,054741;0,014399;0,044895;0,023673;0,002321;0,04738;0,043027;0,027609;0,047188;0,012221;0,033199;0,022637;0,033133;0,007311;0,046128;0;0,002869;0,000472;0,000359;0,000457;0,00137;0,001076;0,00037;0,000972;0,000725;0,000379;0,000492;0,000403;0,000582;0,000373;0,000197;0,000396;0,005041;0,000618;0,021236;0,012769;0,00027;0;0,002026;0,000205;0,000194;0,000388;0,000622;0,001778;0,003338;0,000412;0,004481;0,003606;0,006661;0,000421;0,002033;0,004433;0,00226;0,003302;0,000642;0,006711;0,002867;0,008293;0,002638;0,001866;0,000883;0,00335;0;0,001151;0,023295;0,011844;0,006843;0,009427;0,040938;0,009866;0,067435;0,065995;0,076932;0,080451;0,013076;0,066393;0,041307;0,014621;0,052696;0,044162;0,165544;0,151068;0,162621;0,160236;0,049549;0,085987;0,001782;0,14946;0,258217;0,115711;0,214818;0,192221;0,154843;0,100624;0,043357;0,182307;0,526884;0,916569;0,87399;0,949198;1;0,905169;0,962528;0,915769;0,8896;0,858609;0,608343;0,867307;0,661445;0,910682;0,913784;0,989246;0,007662;0,001935;0,043418;0;0,026045;0,003872;0,00276;0,002279;0,002882;0,003978;0,002731;0,000414;0,001599;0,002757;0,002959;0,009507;0,003356;0,01104;0,003631;0;0,018345;0,011566;0;0,006533;0,001942;0,004127;0,000223;0,041018;0,01452;0,008597;0,000969;0,006585;0,015709;0;0,001479;0,003186;0,00773;0,001533;0,002935;0,001157;0;0,008327;0,003475;0,00121;0;0;0,002949;0,001455;0,100922;0,079654;0;0,086185;0,101091;0,062494;0,047465;0,041538;0,023327;0,049691;0,034619;0,038665;0,018617;0,062609;0,012033;0,014535;0,012247;0,008946;0;0,002329;0,007516;0,021421;0,007545;0,051269;0,005168;0,01;0,054776;0,015741;0,24223;0,002368;0,035773;0,041284;0;0;0;0;0;0;0;0;0;0;0;0;0,00122;0;0;0
The Clash;0,094505;0,00806;0,006468;0,000727;0,034805;0,003841;0,003018;0,015485;0,002925;0,000071;0;0,025218;0,023626;0,000383;0,006044;0,008844;0,15546;0,042153;0,087022;0,051102;0,003636;0,013118;0,056938;0,038608;0,082649;0,07563;0,006016;0,103327;0,137492;0,047921;0,190535;0,00443;0,003353;0;0;0;0,002302;0;0;0;0,000126;0;0;0;0;0;0;0;0,012764;0,001577;0,037584;0,090841;0;0;0,004304;0;0;0;0;0,004642;0,006301;0;0,016885;0,005359;0,016535;0,007529;0,0069;0,008552;0,005799;0,007635;0,009793;0,021698;0,00554;0,018294;0,007462;0,005844;0,001942;0,003554;0;0,000522;0,059698;0,015571;0,006155;0,004824;0,141215;0,011952;0,198675;0,238761;0,236044;0,211891;0,052845;0,197702;0,068735;0,014564;0,09107;0,106435;0,203028;0,182421;0,180969;0,236297;0,092978;0,113348;0,031634;0,18337;0,319836;0,161654;0,290635;0,219769;0,232276;0,234722;0,112819;0,233312;0,601799;0,970458;0,913624;0,947886;0,905169;1;0,899589;0,840529;0,950612;0,815556;0,514537;0,794825;0,648091;0,873168;0,852492;0,897961;0,009017;0,00178;0,015663;0;0,024834;0,00496;0,001602;0,02446;0,002499;0,004599;0,003188;0,000108;0,013244;0,002607;0,003044;0,00972;0,009253;0,011759;0,010194;0;0,036129;0,032432;0,005483;0,022147;0,00988;0,008968;0,000117;0,039825;0,023246;0,008471;0,001113;0,030889;0,070349;0,043029;0,039526;0,041803;0,03209;0,035918;0,037599;0,054729;0,027362;0,125292;0,048838;0,046686;0,029368;0,022638;0,082366;0,037788;0,358121;0,317626;0,216165;0,338391;0,360723;0,192658;0,150104;0,090674;0,083565;0,118417;0,059804;0,088646;0,042455;0,249396;0,036708;0,039626;0,043969;0,016973;0,0058;0,008127;0,060564;0,076881;0,027245;0,125613;0,08535;0,019925;0,178808;0,023288;0,294814;0,007208;0,050527;0,072757;0,001219;0,001279;0,000458;0;0,00048;0;0;0,000275;0,000415;0,001068;0,000336;0,00027;0,000776;0,002016;0;0,000549
NoFX;0,031703;0,002914;0,002757;0,00101;0,015069;0,001991;0,002383;0,003185;0,001911;0,000217;0;0,011768;0,009229;0,000586;0,001015;0,003915;0,038455;0,009896;0,03073;0,010146;0,001784;0,009473;0,022232;0,016464;0,03358;0,009046;0,006888;0,016773;0,024277;0,005738;0,034787;0;0,001817;0,00043;0,000382;0,000417;0,001014;0,001145;0,000393;0,001034;0,000771;0,000404;0,000523;0,000428;0,00062;0,000397;0,00021;0,000421;0,003748;0,000657;0,015773;0,009406;0,000216;0;0,001635;0,000218;0,000206;0,000413;0,000596;0,001382;0,002595;0,000438;0,003317;0,002804;0,004997;0,000384;0,00169;0,003342;0,001924;0,002572;0,000615;0,005142;0,002413;0,006303;0,002092;0,001504;0,000891;0,002037;0;0,000639;0,018088;0,009724;0,006056;0,008702;0,031042;0,008259;0,049884;0,048597;0,05521;0,06064;0,010366;0,048146;0,031656;0,012137;0,039093;0,031818;0,130322;0,087824;0,093639;0,094182;0,028648;0,055799;0;0,101275;0,19306;0,076587;0,155916;0,156422;0,100616;0,059962;0,02364;0,120693;0,503197;0,921763;0,884656;0,942789;0,962528;0,899589;1;0,895417;0,899117;0,809298;0,574046;0,825023;0,672041;0,983406;0,929379;0,969637;0,00505;0,001716;0,010808;0;0,014402;0,002747;0,002937;0,000507;0,002183;0,002973;0,001937;0,000386;0,00068;0,001937;0,002315;0,007785;0,001809;0,005845;0,001774;0;0,010024;0,005918;0;0,003073;0,001166;0,002967;0,000238;0,021042;0,006793;0,004205;0,000516;0,004029;0,027558;0,033211;0,016596;0,003758;0,007007;0,000284;0,002231;0,000684;0;0,030198;0,029282;0,10723;0;0;0;0,001077;0,073173;0,061045;0;0,064397;0,076851;0,046354;0,03539;0,03062;0,017595;0,037091;0,025911;0,028729;0,014328;0,046345;0,009069;0,010921;0,007881;0,006972;0;0,002055;0,004128;0,013651;0,005078;0,035513;0,004677;0,00746;0,03847;0,008557;0,218336;0,002091;0,029695;0,030385;0;0;0;0;0;0;0;0;0;0;0;0;0,001185;0;0;0
